,date,site,count,name,latitude,longitude,installationdate
322,2012-11-19,100051865,3803.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
323,2012-11-19,100062893,3803.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
324,2012-11-20,100005020,3843.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
326,2012-11-20,100051865,3843.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
327,2012-11-20,100062893,3843.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
328,2012-11-21,100005020,3072.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
330,2012-11-21,100051865,3072.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
331,2012-11-21,100062893,3072.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
332,2012-11-22,100005020,1087.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
334,2012-11-22,100051865,1087.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
335,2012-11-22,100062893,1087.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
336,2012-11-23,100005020,1673.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
338,2012-11-23,100051865,1673.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
339,2012-11-23,100062893,1673.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
340,2012-11-24,100005020,1194.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
342,2012-11-24,100051865,1194.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
343,2012-11-24,100062893,1194.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
344,2012-11-25,100005020,1342.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
346,2012-11-25,100051865,1342.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
347,2012-11-25,100062893,1342.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
348,2012-11-26,100005020,3323.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
350,2012-11-26,100051865,3323.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
351,2012-11-26,100062893,3323.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
352,2012-11-27,100005020,1112.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
354,2012-11-27,100051865,1112.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
355,2012-11-27,100062893,1112.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
356,2012-11-28,100005020,3188.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
358,2012-11-28,100051865,3188.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
359,2012-11-28,100062893,3188.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
360,2012-11-29,100005020,3225.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
362,2012-11-29,100051865,3225.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
363,2012-11-29,100062893,3225.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
364,2012-11-30,100005020,3048.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
366,2012-11-30,100051865,3048.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
367,2012-11-30,100062893,3048.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
368,2012-12-01,100005020,1814.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
370,2012-12-01,100051865,1814.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
371,2012-12-01,100062893,1814.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
372,2012-12-02,100005020,1973.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
374,2012-12-02,100051865,1973.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
375,2012-12-02,100062893,1973.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
376,2012-12-03,100005020,4373.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
378,2012-12-03,100051865,4373.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
379,2012-12-03,100062893,4373.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
380,2012-12-04,100005020,3305.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
382,2012-12-04,100051865,3305.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
383,2012-12-04,100062893,3305.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
384,2012-12-05,100005020,3574.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
386,2012-12-05,100051865,3574.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
387,2012-12-05,100062893,3574.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
388,2012-12-06,100005020,3127.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
390,2012-12-06,100051865,3127.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
391,2012-12-06,100062893,3127.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
392,2012-12-07,100005020,1823.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
394,2012-12-07,100051865,1823.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
395,2012-12-07,100062893,1823.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
396,2012-12-08,100005020,1441.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
398,2012-12-08,100051865,1441.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
399,2012-12-08,100062893,1441.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
400,2012-12-09,100005020,865.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
402,2012-12-09,100051865,865.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
403,2012-12-09,100062893,865.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
404,2012-12-10,100005020,1705.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
406,2012-12-10,100051865,1705.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
407,2012-12-10,100062893,1705.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
408,2012-12-11,100005020,3032.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
410,2012-12-11,100051865,3032.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
411,2012-12-11,100062893,3032.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
412,2012-12-12,100005020,3278.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
414,2012-12-12,100051865,3278.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
415,2012-12-12,100062893,3278.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
416,2012-12-13,100005020,3145.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
418,2012-12-13,100051865,3145.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
419,2012-12-13,100062893,3145.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
420,2012-12-14,100005020,2894.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
422,2012-12-14,100051865,2894.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
423,2012-12-14,100062893,2894.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
424,2012-12-15,100005020,1944.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
426,2012-12-15,100051865,1944.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
427,2012-12-15,100062893,1944.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
428,2012-12-16,100005020,843.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
430,2012-12-16,100051865,843.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
431,2012-12-16,100062893,843.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
432,2012-12-17,100005020,1591.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
434,2012-12-17,100051865,1591.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
435,2012-12-17,100062893,1591.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
436,2012-12-18,100005020,2252.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
438,2012-12-18,100051865,2252.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
439,2012-12-18,100062893,2252.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
440,2012-12-19,100005020,2868.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
442,2012-12-19,100051865,2868.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
443,2012-12-19,100062893,2868.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
444,2012-12-20,100005020,2326.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
446,2012-12-20,100051865,2326.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
447,2012-12-20,100062893,2326.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
448,2012-12-21,100005020,1096.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
450,2012-12-21,100051865,1096.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
451,2012-12-21,100062893,1096.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
452,2012-12-22,100005020,935.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
454,2012-12-22,100051865,935.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
455,2012-12-22,100062893,935.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
456,2012-12-23,100005020,967.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
458,2012-12-23,100051865,967.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
459,2012-12-23,100062893,967.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
460,2012-12-24,100005020,815.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
462,2012-12-24,100051865,815.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
463,2012-12-24,100062893,815.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
464,2012-12-25,100005020,438.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
466,2012-12-25,100051865,438.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
467,2012-12-25,100062893,438.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
468,2012-12-26,100005020,502.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
470,2012-12-26,100051865,502.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
471,2012-12-26,100062893,502.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
472,2012-12-27,100005020,664.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
474,2012-12-27,100051865,664.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
475,2012-12-27,100062893,664.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
476,2012-12-28,100005020,1178.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
478,2012-12-28,100051865,1178.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
479,2012-12-28,100062893,1178.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
480,2012-12-29,100005020,372.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
482,2012-12-29,100051865,372.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
483,2012-12-29,100062893,372.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
484,2012-12-30,100005020,675.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
486,2012-12-30,100051865,675.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
487,2012-12-30,100062893,675.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
488,2012-12-31,100005020,999.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
490,2012-12-31,100051865,999.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
491,2012-12-31,100062893,999.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
492,2013-01-01,100005020,659.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
494,2013-01-01,100051865,659.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
495,2013-01-01,100062893,659.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
496,2013-01-02,100005020,1709.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
498,2013-01-02,100051865,1709.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
499,2013-01-02,100062893,1709.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
500,2013-01-03,100005020,1867.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
502,2013-01-03,100051865,1867.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
503,2013-01-03,100062893,1867.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
504,2013-01-04,100005020,1759.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
506,2013-01-04,100051865,1759.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
507,2013-01-04,100062893,1759.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
508,2013-01-05,100005020,1270.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
510,2013-01-05,100051865,1270.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
511,2013-01-05,100062893,1270.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
512,2013-01-06,100005020,1396.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
514,2013-01-06,100051865,1396.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
515,2013-01-06,100062893,1396.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
516,2013-01-07,100005020,2730.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
518,2013-01-07,100051865,2730.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
519,2013-01-07,100062893,2730.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
520,2013-01-08,100005020,2189.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
522,2013-01-08,100051865,2189.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
523,2013-01-08,100062893,2189.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
524,2013-01-09,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
525,2013-01-10,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
526,2013-01-11,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
527,2013-01-12,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
528,2013-01-13,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
529,2013-01-14,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
530,2013-01-15,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
531,2013-01-16,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
532,2013-01-17,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
533,2013-01-18,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
534,2013-01-19,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
535,2013-01-20,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
536,2013-01-21,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
537,2013-01-22,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
538,2013-01-23,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
539,2013-01-24,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
540,2013-01-25,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
541,2013-01-26,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
542,2013-01-27,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
543,2013-01-28,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
544,2013-01-29,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
545,2013-01-30,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
546,2013-01-31,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
547,2013-02-01,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
548,2013-02-02,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
549,2013-02-03,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
550,2013-02-04,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
551,2013-02-05,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
552,2013-02-06,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
553,2013-02-07,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
554,2013-02-08,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
555,2013-02-09,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
556,2013-02-10,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
557,2013-02-11,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
558,2013-02-12,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
559,2013-02-13,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
560,2013-02-14,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
561,2013-02-15,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
562,2013-02-16,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
563,2013-02-17,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
564,2013-02-18,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
565,2013-02-19,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
566,2013-02-20,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
567,2013-02-21,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
568,2013-02-22,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
569,2013-02-23,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
570,2013-02-24,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
571,2013-02-25,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
572,2013-02-26,100005020,0.0,Manhattan Bridge 2012 Test Bike Counter,40.69981,-73.98589,2012-08-31
